"ID","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BusinessTravel","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","WorkLifeBalance","Department.Human Resources","Department.Research & Development","Department.Sales","EducationField.Human Resources","EducationField.Life Sciences","EducationField.Marketing","EducationField.Medical","EducationField.Other","EducationField.Technical Degree","Gender.Female","Gender.Male","JobRole.Healthcare Representative","JobRole.Human Resources","JobRole.Laboratory Technician","JobRole.Manager","JobRole.Manufacturing Director","JobRole.Research Director","JobRole.Research Scientist","JobRole.Sales Executive","JobRole.Sales Representative","MaritalStatus.Divorced","MaritalStatus.Married","MaritalStatus.Single","OverTime.No","OverTime.Yes"
160,33,22,6146,0,13,8,2,7,7,0,7,0,2,3,3,2,2,3,1,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
864,45,9,10761,4,12,18,2,5,4,0,2,1,3,4,3,3,1,3,3,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1438,47,1,3420,7,12,17,2,6,5,1,2,1,3,1,3,1,4,3,3,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1107,26,21,2377,1,20,1,0,1,1,0,0,1,3,1,3,1,3,4,3,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1334,42,2,17861,0,13,21,3,20,8,2,10,0,1,3,3,4,3,3,4,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
912,29,7,2532,6,14,8,5,4,3,0,3,1,1,1,2,1,4,3,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
287,40,9,4876,9,14,5,5,3,2,0,2,0,5,4,2,2,4,3,4,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1774,34,10,4001,1,14,15,3,15,14,0,7,0,3,4,3,2,3,3,3,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
663,43,9,5679,3,13,10,3,8,7,4,7,2,5,4,3,2,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
961,31,12,5855,0,11,10,2,9,7,8,5,1,3,4,3,2,4,3,3,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1784,31,29,5468,1,14,13,3,12,7,5,7,1,4,1,2,2,4,3,1,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
217,22,19,2323,1,24,2,6,2,2,2,2,1,1,3,3,1,4,4,1,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
252,33,14,2756,1,13,8,5,8,7,1,6,1,3,4,3,1,2,3,4,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1278,55,8,13577,1,15,34,3,33,9,15,0,0,1,4,2,4,2,3,4,1,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1371,27,2,5071,3,20,8,3,6,2,0,0,2,1,4,1,2,4,4,2,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
571,30,2,2564,0,14,12,2,11,7,6,7,0,3,3,3,1,4,3,3,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
5,33,3,2909,1,11,8,3,8,7,3,0,2,4,4,3,1,3,3,3,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
419,36,24,5674,7,15,11,3,9,8,0,8,0,4,2,3,2,2,3,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1924,33,10,5487,1,14,10,2,10,4,0,9,1,4,2,3,2,3,3,2,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1834,28,1,3591,1,25,3,3,3,2,1,2,1,3,3,3,1,1,4,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1562,30,1,9714,1,11,10,4,10,8,6,7,1,3,2,2,2,1,3,4,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
283,29,27,7639,1,22,10,3,10,4,1,9,1,3,2,3,3,4,4,4,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1310,39,23,3904,0,13,6,2,5,2,0,3,1,3,3,3,1,1,3,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1682,36,26,5347,6,14,10,2,3,2,0,2,1,4,1,3,2,3,3,2,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1046,32,29,4025,9,12,10,2,8,7,7,7,0,4,4,3,1,3,3,2,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
705,23,4,2819,2,16,5,3,3,2,0,2,1,3,1,4,1,1,3,1,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
749,29,10,2642,1,11,1,6,1,0,0,0,1,3,3,3,1,3,3,3,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
534,41,1,8392,1,16,10,2,10,7,0,7,1,3,2,4,3,1,3,3,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1830,54,7,6854,4,15,14,2,7,1,1,7,1,4,4,3,2,4,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
881,35,25,2022,1,19,10,3,10,2,7,8,2,4,4,3,1,2,3,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1154,28,6,2703,1,14,3,2,3,1,0,2,2,3,3,2,1,3,3,4,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1779,34,3,6029,5,12,6,3,2,2,2,2,1,2,4,1,2,4,3,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1956,31,1,5003,1,21,10,6,10,8,8,7,2,3,4,1,2,1,4,2,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
631,32,11,4707,8,12,6,2,4,2,1,2,0,4,4,4,2,3,3,4,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1985,40,11,6323,1,11,10,2,10,9,9,4,2,3,4,3,2,3,3,1,1,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1136,28,2,3201,0,17,6,2,5,3,0,4,1,1,1,2,1,2,3,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
872,22,1,4775,6,22,4,2,2,2,2,2,1,2,4,2,2,4,4,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1286,28,1,2154,0,11,5,2,4,2,0,2,2,4,4,3,1,3,3,3,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
527,25,4,4487,1,11,5,3,5,4,1,3,1,2,2,2,2,4,3,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
704,35,3,1281,1,18,1,3,1,0,0,0,0,3,3,2,1,3,3,3,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1446,32,7,9204,4,12,7,3,4,3,0,3,1,5,4,3,2,4,3,3,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1782,38,6,3702,1,11,5,3,5,4,0,4,1,2,4,2,1,3,3,2,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1487,29,13,5765,5,11,7,4,5,3,0,0,2,3,1,3,2,2,3,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
183,25,28,8639,2,18,6,3,2,2,2,2,1,3,1,2,2,3,3,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
15,29,15,4193,0,12,10,3,9,5,0,8,1,2,4,2,2,3,3,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2057,31,5,9936,0,19,10,2,9,4,1,7,0,3,2,3,2,1,3,2,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
335,40,24,3319,1,17,9,3,9,8,4,7,1,2,1,3,2,4,3,1,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
450,54,20,4869,3,12,20,4,4,3,0,3,2,4,4,3,2,3,3,4,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1443,47,2,17169,3,19,26,2,20,17,5,6,1,4,1,3,4,3,3,2,2,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
800,27,8,4342,0,19,5,3,4,2,1,1,2,1,3,3,2,4,3,2,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
620,35,1,4859,1,16,5,3,5,4,0,3,1,3,1,3,2,3,3,4,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1116,48,1,16885,2,22,27,3,5,4,2,1,0,4,1,4,4,4,4,3,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1625,47,26,19658,3,11,27,2,5,2,1,0,1,4,4,3,5,3,3,3,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
162,51,6,19537,7,13,23,5,20,18,15,15,1,3,1,3,5,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
616,41,2,6811,2,17,10,3,8,7,0,7,0,4,1,2,2,3,3,1,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1754,30,15,7140,2,11,12,2,7,7,1,7,1,2,3,2,3,1,3,1,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1823,34,8,6799,1,21,10,5,10,8,4,8,1,2,2,4,2,3,4,3,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1179,30,10,6578,1,18,10,3,10,3,1,4,1,3,3,2,2,3,3,1,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
850,27,3,1706,1,11,0,6,0,0,0,0,0,3,4,3,1,4,3,3,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
734,41,1,19189,1,12,22,3,22,7,2,10,1,3,4,2,5,3,3,2,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
944,49,8,7403,4,11,29,3,26,9,1,7,1,2,1,3,3,2,3,3,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1369,35,1,5363,0,12,10,0,9,7,0,0,1,3,4,2,2,4,3,2,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1073,36,12,8858,0,11,15,2,14,8,7,8,1,5,4,2,3,4,3,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
896,29,1,2800,6,19,5,3,3,2,0,2,1,3,2,2,1,3,3,3,3,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1077,20,9,2323,1,14,2,3,2,2,0,2,2,3,4,3,1,4,3,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
261,35,23,5916,3,13,8,1,1,0,0,1,1,2,2,2,2,3,3,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1191,56,4,19943,4,13,28,2,5,2,4,2,1,4,4,3,5,1,3,4,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
556,38,2,1702,1,23,1,3,1,0,0,0,2,2,4,3,1,4,4,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
13,36,27,5237,6,13,17,3,7,7,7,7,1,3,3,3,2,3,3,2,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
384,26,1,6397,1,20,6,6,6,5,1,4,2,3,3,3,2,2,4,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
905,50,2,17924,1,11,31,3,31,6,14,7,0,4,1,3,4,1,3,4,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
190,32,9,4200,7,22,10,2,5,4,0,4,1,3,1,3,1,1,4,1,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2013,32,1,2269,0,14,3,2,2,2,2,2,1,4,2,2,1,2,3,2,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1249,29,1,3760,1,15,3,5,3,2,1,2,1,3,1,3,1,4,3,1,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1311,30,6,4627,0,12,10,6,9,2,6,7,1,3,1,2,2,4,3,1,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
615,40,28,10932,3,15,20,2,1,0,0,1,0,3,3,1,3,1,3,3,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1431,34,1,2996,5,14,10,2,4,3,1,3,2,4,4,3,1,1,3,3,2,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1586,29,3,4723,1,18,10,3,10,9,1,5,1,1,2,3,1,1,3,4,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
374,55,1,19045,0,14,37,2,36,10,4,13,1,3,4,3,5,1,3,3,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
230,38,1,8686,4,22,12,2,8,3,0,7,1,4,1,2,2,4,4,3,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1801,46,26,7991,8,15,6,3,2,2,2,2,0,2,2,2,2,2,3,3,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1425,36,3,9278,3,16,15,3,5,4,0,1,1,4,1,3,2,2,3,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
977,58,2,2479,4,24,7,4,1,0,0,0,1,3,4,3,1,3,4,1,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
36,44,7,10248,3,14,24,4,22,6,5,17,1,4,1,2,3,4,3,4,1,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1066,40,26,8396,1,14,8,3,7,7,7,5,1,3,3,3,2,1,3,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
995,33,13,3452,3,18,5,4,3,2,0,2,1,1,2,3,1,4,3,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
510,26,3,3102,0,22,7,2,6,4,0,4,2,1,3,3,1,1,4,3,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1674,49,16,2587,4,16,17,2,2,2,2,2,1,3,4,3,1,1,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2040,35,26,8837,1,16,9,2,9,0,1,7,1,4,3,3,3,4,3,3,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1094,27,8,4621,1,19,3,4,3,2,1,2,0,5,1,1,1,3,3,4,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
164,26,6,2368,1,19,5,3,5,4,4,3,1,3,3,2,1,2,3,3,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
170,49,20,6567,1,14,16,2,15,11,5,11,1,4,3,3,2,1,3,3,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
431,49,1,13964,7,12,25,2,7,1,0,7,1,2,3,2,4,3,3,4,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1888,45,25,5906,0,13,10,2,9,8,3,8,1,2,2,2,2,4,3,4,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
65,28,5,3441,1,13,2,3,2,2,2,2,1,4,3,3,1,3,3,3,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
686,26,6,2659,1,13,3,2,3,2,0,2,1,3,3,3,1,4,3,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1200,44,10,2936,1,11,6,4,6,4,0,2,1,4,3,3,1,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1361,40,1,2387,3,22,7,3,4,2,0,3,1,4,2,3,1,2,4,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2060,26,5,2966,0,18,5,2,4,2,0,0,1,3,4,2,1,3,3,4,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1115,34,3,2979,3,17,6,2,0,0,0,0,0,4,3,2,1,4,3,4,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1140,34,2,4033,2,11,5,3,3,2,0,2,2,2,4,3,2,3,3,4,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1728,35,27,6883,2,16,17,3,7,7,0,7,1,4,4,3,2,3,3,2,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1402,43,6,4081,1,14,20,3,20,7,1,8,1,3,1,2,2,3,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
117,30,2,4152,1,19,11,3,11,10,10,8,1,3,3,2,2,4,3,1,3,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1903,44,1,5033,2,15,10,5,2,0,2,2,1,4,2,4,2,1,3,4,1,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1768,42,12,2766,8,22,7,6,5,3,0,4,1,3,2,3,1,2,4,2,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
562,30,3,2097,4,15,9,3,5,3,1,4,0,3,3,3,1,4,3,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
567,30,22,8412,0,11,10,3,9,8,7,8,0,4,3,3,3,1,3,3,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1006,38,10,2684,0,17,3,0,2,1,0,2,2,1,3,3,1,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1427,31,1,1359,1,12,1,3,1,0,0,0,2,4,2,1,1,3,3,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1070,54,2,10686,6,11,13,4,9,4,7,0,1,4,3,2,3,3,3,2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1576,48,15,2367,8,12,10,3,8,2,7,6,1,4,3,3,1,1,3,4,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1461,31,8,2109,9,18,8,3,3,2,0,2,1,2,4,4,1,2,3,4,0,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1975,39,15,13341,0,12,21,3,20,8,11,10,1,4,2,3,4,1,3,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
707,25,8,4851,0,22,4,4,3,2,1,2,1,3,4,4,2,2,4,3,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1047,34,1,9725,0,11,16,2,15,1,0,9,1,4,2,4,2,4,3,4,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
667,27,2,3041,0,11,5,3,4,3,0,2,1,1,3,3,1,1,3,2,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1460,45,20,10851,2,18,24,2,7,7,0,7,1,3,2,1,3,1,3,2,1,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
218,27,9,2024,6,18,6,1,2,2,2,2,0,3,4,3,1,2,3,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1857,46,2,8578,3,14,12,4,9,8,4,7,1,2,4,3,3,4,3,3,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1818,26,20,2148,0,11,6,3,5,1,1,4,1,2,4,3,1,2,3,3,0,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
600,35,1,4717,9,11,15,2,11,9,6,9,1,3,2,3,2,3,3,3,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
829,36,13,2143,4,13,8,2,5,2,0,4,1,3,3,3,1,2,3,2,1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
262,43,7,2089,4,14,7,3,5,4,2,2,0,3,4,4,1,4,3,4,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1692,32,2,1393,1,12,1,2,1,0,0,0,1,4,4,3,1,2,3,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1108,33,25,2313,4,20,5,0,2,2,2,2,1,3,1,2,1,2,4,2,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
956,26,1,4294,1,12,7,2,7,7,0,7,2,3,3,2,2,1,3,2,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1306,45,25,18061,3,22,22,4,0,0,0,0,2,3,2,3,5,2,4,3,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
53,35,4,1951,1,12,1,3,1,0,0,0,1,2,3,3,1,4,3,3,1,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
865,32,8,5175,5,12,9,3,5,3,1,3,1,2,3,4,2,3,3,3,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1979,31,10,11031,4,20,13,2,11,7,4,8,0,3,3,3,3,3,4,3,1,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
83,36,8,10096,1,13,17,2,17,14,12,8,1,3,3,3,3,3,3,2,3,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
787,55,2,19859,5,13,24,2,5,2,1,4,1,3,4,3,5,1,3,4,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1954,29,1,5373,0,12,6,5,5,3,0,2,1,3,1,3,2,1,3,1,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2014,39,24,4108,7,13,18,2,7,7,1,7,1,1,1,3,2,4,3,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1055,34,10,2220,1,19,1,2,1,1,0,0,1,4,3,3,1,3,3,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1677,49,1,15379,4,14,23,2,8,7,0,0,1,3,3,3,4,3,3,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
85,36,11,6499,1,13,6,3,6,5,0,3,2,3,2,2,2,2,3,3,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
142,25,5,5744,1,11,6,1,6,4,0,3,1,3,3,2,2,3,3,4,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
845,35,7,10221,3,21,17,3,8,5,1,6,1,3,3,3,3,3,4,2,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
395,28,8,3310,1,21,5,3,5,3,0,2,1,2,4,3,1,4,4,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
